,time,heart_rate,rr_interval,current_state
0,0.0,78,808,0
1,0.989952802658081,78,805,0
2,2.025139331817627,78,743,0
3,3.0153839588165283,78,770,0
4,4.005880832672119,79,729,0
5,4.996236801147461,80,740,0
6,5.9855852127075195,80,748,0
7,7.065755367279053,81,742,0
8,8.055746793746948,81,741,0
9,9.046226978302002,82,760,0
10,9.991105556488037,81,693,0
11,11.026902437210083,82,695,0
12,12.016898155212402,83,696,0
13,13.006547212600708,84,741,0
14,13.996725082397461,84,818,0
15,14.98655366897583,83,910,0
16,16.0218825340271,82,895,0
17,17.011878728866577,79,877,0
18,18.002506971359253,78,763,0
19,18.99214482307434,79,734,0
20,20.027814149856567,79,738,0
21,21.01747727394104,80,764,0
22,22.007487773895264,80,830,0
23,22.99720525741577,80,865,0
24,23.98768663406372,78,860,0
25,25.02226209640503,78,820,0
26,26.013867378234863,77,756,0
27,27.00336194038391,78,718,0
28,27.992411136627197,79,719,0
29,29.027573823928833,79,765,0
30,30.017707586288452,80,865,0
31,31.007803678512573,78,886,0
32,31.998228549957275,77,902,0
33,34.02254247665405,76,854,0
34,35.056649684906006,75,1442,0
35,36.00162720680237,74,808,0
36,36.99161672592163,74,945,0
37,38.02543306350708,73,895,0
38,39.015629529953,72,903,0
39,40.005337715148926,70,891,0
40,40.99569749832153,70,821,0
41,41.98491096496582,71,757,0
42,43.0197639465332,72,746,0
43,44.00902462005615,73,764,0
44,44.998512268066406,74,752,0
45,45.987955808639526,75,828,0
46,47.02278423309326,75,893,0
47,48.01270008087158,74,883,0
48,49.002466440200806,74,871,0
49,49.992414474487305,73,855,0
50,50.9822723865509,73,790,0
51,52.01654076576233,74,729,0
52,53.006596088409424,75,754,0
53,53.99585747718811,76,758,0
54,54.985963344573975,77,821,0
55,56.02097845077515,76,877,0
56,57.05534052848816,76,881,0
57,58.045527935028076,75,875,0
58,58.98958158493042,74,862,0
59,59.979687452316284,74,815,0
60,61.01406526565552,74,751,0
61,62.00355505943298,75,726,0
62,62.993165493011475,76,696,0
63,63.983887910842896,78,716,0
64,65.01795053482056,79,759,0
65,66.00715017318726,79,774,0
66,66.99746417999268,79,808,0
67,67.987783908844,79,846,0
68,68.97712349891663,78,843,0
69,70.01228260993958,78,836,0
70,71.00189256668091,77,800,0
71,71.99116039276123,77,724,0
72,72.98135781288147,78,727,0
73,74.01587843894958,79,743,0
74,75.00722193717957,79,792,0
75,75.99615097045898,79,799,0
76,76.98507261276245,79,789,0
77,77.97548961639404,79,748,0
78,79.00991678237915,79,708,0
79,79.9991283416748,80,700,0
80,80.98993468284607,81,739,0
81,82.02427387237549,81,859,0
82,83.01422071456909,81,886,0
83,84.04818511009216,80,884,0
84,84.99456429481506,78,887,0
85,85.98372554779053,77,860,0
86,86.97324657440186,76,815,0
87,88.00792670249939,76,760,0
88,89.00037550926208,77,737,0
89,89.98728704452515,77,756,0
90,90.97649931907654,78,802,0
91,92.01180386543274,78,852,0
92,93.00124430656433,77,856,0
93,93.99133205413818,77,853,0
94,94.98187160491943,76,851,0
95,95.97105360031128,75,836,0
96,97.0055320262909,75,731,0
97,97.99478244781494,76,716,0
98,98.98541736602783,78,716,0
99,99.97477602958679,79,786,0
100,101.01091289520264,79,818,0
101,101.9993577003479,79,848,0
102,102.99248933792114,78,891,0
103,103.97956705093384,77,877,0
104,104.96992945671082,76,829,0
105,106.00518488883972,76,791,0
106,107.03967308998108,76,717,0
107,108.02897620201111,77,704,0
108,108.97364473342896,79,717,0
109,110.00858283042908,79,806,0
110,110.99804377555847,79,836,0
111,111.99158930778503,79,873,0
112,112.97764253616333,78,892,0
113,113.96828055381775,76,872,0
114,115.00283813476562,76,826,0
115,115.99192762374878,76,792,0
116,116.98285794258118,76,785,0
117,117.97235989570618,76,701,0
118,119.0061731338501,78,687,0
119,119.99672317504883,80,699,0
120,120.98681545257568,80,741,0
121,121.97613286972046,81,794,0
122,122.96601390838623,81,814,0
123,124.00151371955872,80,867,0
124,124.99064826965332,79,910,0
125,125.98366594314575,78,905,0
126,126.97012448310852,77,874,0
127,128.00494527816772,75,842,0
128,128.99518847465515,75,801,0
129,129.98569893836975,75,793,0
130,130.97570037841797,76,770,0
131,131.96438217163086,77,693,0
132,132.9993007183075,79,683,0
133,133.98942017555237,80,729,0
134,135.02394461631775,81,766,0
135,135.9686918258667,81,786,0
136,137.0046660900116,80,810,0
137,138.0389802455902,80,881,0
138,138.98369908332825,79,857,0
139,139.9763741493225,78,863,0
140,140.96315622329712,77,832,0
